Gene name,Mutated samples,Samples tested
CARM1_ENST00000344150,1,9
TSPEAR,1,9
LDLR_ENST00000557933,1,9
ATP2A1_ENST00000536376,1,9
GRIA3_ENST00000541091,1,9
DST_ENST00000370765,1,9
ABCC5_ENST00000427120,1,9
BRPF3_ENST00000534694,1,9
FGFR2_ENST00000613048,1,81
FGFR2_ENST00000369060,1,81
ETV4,1,27
CDK4_ENST00000549606,1,33
NRP2,1,26
TSC2_ENST00000642561,1,32
TSC1_ENST00000642745,1,34
LRP6,1,26
SPTAN1_ENST00000630804,1,26
SMAD2_ENST00000402690,1,31
TSC1_ENST00000643875,1,34
NTRK1_ENST00000392302,1,30
ACSL6_ENST00000543479,1,26
CHEK1_ENST00000278916,1,30
ROS1_ENST00000368507,1,32
TSC2_ENST00000643088,1,32
BRD4_ENST00000360016,1,30
BCOR_ENST00000342274,1,32
ARHGAP26_ENST00000475287,1,26
TCF4_ENST00000537856,1,26
CTNNA1_ENST00000627109,1,26
ACSL6_ENST00000379255,1,26
CTNNA1_ENST00000518825,1,26
TSC2_ENST00000439673,1,32
CHUK,1,26
MET_ENST00000436117,1,35
PPP2R1A,1,30
TNKS,1,26
AURKA_ENST00000312783,1,29
CARS_ENST00000278224,1,26
DEPDC5_ENST00000647438,1,26
TP63_ENST00000392463,1,29
LMO3_ENST00000320122,1,26
TSC1_ENST00000643583,1,34
LMO3_ENST00000354662,1,26
XPC,1,27
PTCH1_ENST00000418258,1,34
CARD11,1,32
CTNNB1_ENST00000642315,1,35
TP63_ENST00000440651,1,29
CTNNB1_ENST00000644524,1,35
PTK2_ENST00000522684,1,26
LMO3_ENST00000616247,1,26
MRE11_ENST00000323977,1,30
CARS_ENST00000397111,1,26
KAT6B_ENST00000372725,1,26
DEPDC5_ENST00000535622,1,26
INSR_ENST00000341500,1,29
AL132671.2,1,10
CTNNB1_ENST00000646174,1,35
KAT6B_ENST00000372724,1,26
BCR_ENST00000359540,1,26
BCOR_ENST00000378455,1,32
CPAMD8,1,9
FRYL_ENST00000507711,1,9
ITGB5,1,9
FRYL_ENST00000503238,1,9
ADGRB3_ENST00000238918,1,9
FMNL3,1,9
PRICKLE2_ENST00000295902,1,9
RMDN2_ENST00000417700,1,9
PLEKHM3,1,9
DNAAF4_ENST00000348518,1,9
ATG5_ENST00000636437,1,10
COL6A3_ENST00000472056,1,9
ACSL1_ENST00000622937,1,9
NCSTN,1,9
RAB37,1,9
DNAH6_ENST00000237449,1,9
FMNL3_ENST00000550488,1,9
HUS1B,1,9
LDLR_ENST00000558013,1,9
TNFSF4,1,9
RP1_ENST00000636932,1,9
CNKSR2_ENST00000644585,1,9
FRYL_ENST00000506685,1,9
ARMC10_ENST00000454559,1,9
KIAA0556,1,9
CNGA3_ENST00000409937,1,9
COL6A3_ENST00000347401,1,9
DOCK7_ENST00000635253,1,9
RMDN2_ENST00000406384,1,9
GLT6D1,1,9
PIK3R1_ENST00000320694,1,81
FGFR2_ENST00000356226,1,81
MTHFR_ENST00000376590,1,26
CDH20_ENST00000538374,1,26
LMO3,1,26
MRE11_ENST00000393241,1,30
ETV4_ENST00000591713,1,27
MTHFR_ENST00000641820,1,26
ERC1_ENST00000543086,1,26
CTNNB1_ENST00000396185,1,35
ABL2_ENST00000344730,1,28
NTRK3_ENST00000355254,1,33
FLNB,1,26
PBRM1_ENST00000409057,1,31
TSC2_ENST00000642797,1,32
LMO3_ENST00000447609,1,26
NRAS,1,38
INSR,1,29
ABL1_ENST00000318560,1,34
CYP2D6_ENST00000389970,1,26
STAT6,1,27
NTRK3_ENST00000394480,1,33
PBRM1_ENST00000409114,1,31
PTCH2,1,26
NTRK1_ENST00000368196,1,30
PTK2B_ENST00000420218,1,26
ARHGAP26_ENST00000645722,1,26
CREBBP_ENST00000382070,1,34
TP63_ENST00000320472,1,29
ABL2_ENST00000504405,1,28
PTCH1_ENST00000468211,1,34
TSC1_ENST00000646625,1,34
DEPDC5,1,26
CARS_ENST00000529772,1,26
CTNNB1_ENST00000642992,1,35
LMO3_ENST00000540848,1,26
TSC2_ENST00000644329,1,32
MSH2_ENST00000543555,1,35
AFF1_ENST00000307808,1,26
NFE2L2_ENST00000446151,1,31
SYK_ENST00000375746,1,30
ERC1_ENST00000611180,1,26
RBM10,1,30
EPHB6_ENST00000411471,1,26
ASXL1_ENST00000620121,1,31
CHEK1_ENST00000524737,1,30
RBM10_ENST00000345781,1,30
ERC1,1,26
CD58_ENST00000369487,1,26
BRD4,1,30
CTNNB1_ENST00000643297,1,35
HNF1A_ENST00000543427,1,35
COL6A3_ENST00000409809,1,9
MATN2_ENST00000522025,1,9
TEP1,1,9
XDH,1,9
NDUFB11_ENST00000377811,1,10
TEP1_ENST00000556935,1,9
C11orf65,1,10
DOCK7,1,9
DOCK7_ENST00000340370,1,9
RMDN2_ENST00000407257,1,9
DST_ENST00000244364,1,9
FHDC1,1,9
AKAP9_ENST00000358100,1,9
RAB14,1,9
IKBKB_ENST00000519735,1,9
CNGA3_ENST00000272602,1,9
BID_ENST00000622694,1,9
TGM6,1,9
MKI67_ENST00000368653,1,9
DHFR,1,10
BID_ENST00000399767,1,9
MATN2_ENST00000524308,1,9
ARNTL2_ENST00000542388,1,9
ANO10,1,9
SPTA1_ENST00000368147,1,9
PLEKHM3_ENST00000457206,1,9
MKI67,1,9
SPECC1L_ENST00000541492,1,9
TXNDC12_ENST00000610127,1,9
SLX4,1,10
MYBPC1_ENST00000553190,1,9
IKBKB_ENST00000520835,1,9
COL6A3,1,9
ATP13A3_ENST00000619199,1,9
CNKSR2_ENST00000645074,1,9
CTC1,1,9
MATN2_ENST00000521689,1,9
RAB37_ENST00000392612,1,9
CNTN1_ENST00000348761,1,9
TXNDC12,1,9
TERT_ENST00000334602,1,64
PTEN,1,107
RSPO2_ENST00000517939,1,26
RUNX1,1,33
DEPDC5_ENST00000433147,1,26
CREBBP,1,34
MEN1_ENST00000312049,1,51
HNF1A_ENST00000400024,1,35
NR4A2_ENST00000426264,1,26
FLT3,1,35
SYK,1,30
ACSL3_ENST00000392066,1,26
Z82190.2,1,10
CAV1_ENST00000405348,1,26
ETV4_ENST00000545089,1,27
DEPDC5_ENST00000382111,1,26
CTNNB1_ENST00000642248,1,35
FYN_ENST00000368678,1,29
STAG2_ENST00000371144,1,31
INPP4B_ENST00000513000,1,30
LRP6_ENST00000543091,1,26
CAV1_ENST00000614113,1,26
SPTAN1,1,26
CTNNB1_ENST00000645982,1,35
AURKA_ENST00000395915,1,29
MSH6_ENST00000616033,1,35
FLNB_ENST00000493452,1,26
EPHA4_ENST00000409938,1,26
GATA4_ENST00000528712,1,26
TSC2_ENST00000382538,1,32
TSC1_ENST00000643072,1,34
ASXL1_ENST00000646985,1,31
NRP2_ENST00000357118,1,26
PBRM1_ENST00000296302,1,31
ADAMTSL3_ENST00000567476,1,26
PTK2B,1,26
TSC2_ENST00000568454,1,32
CTNNB1_ENST00000647390,1,35
CTNNB1_ENST00000645493,1,35
STAT6_ENST00000538913,1,27
CTNNB1_ENST00000349496,1,35
DEPDC5_ENST00000645407,1,26
ASXL1,1,31
SMAD2_ENST00000591214,1,31
INPP4B_ENST00000262992,1,30
CTNNB1_ENST00000642886,1,35
ACSL6_ENST00000379240,1,26
ABL2_ENST00000507173,1,28
CTNNB1_ENST00000645276,1,35
DEPDC5_ENST00000645560,1,26
NFE2L2_ENST00000397063,1,31
EPHB6,1,26
BRCA2,1,34
FBXO11_ENST00000405808,1,10
FLNB_ENST00000429972,1,26
ZMYM2,1,26
BRD4_ENST00000371835,1,30
C6,1,9
KIF16B_ENST00000636835,1,9
BID_ENST00000614949,1,9
BRPF3,1,9
LRP1,1,9
ACSL1_ENST00000513317,1,9
LDLR_ENST00000545707,1,9
GPN1_ENST00000503738,1,9
FMNL3_ENST00000352151,1,9
ANAPC2,1,9
MCM4,1,9
ARNTL2_ENST00000544915,1,9
MYBPC1_ENST00000550270,1,9
SPTA1,1,9
CA13,1,9
ANO10_ENST00000396091,1,9
DOCK7_ENST00000634264,1,9
AKAP9_ENST00000359028,1,9
BID_ENST00000399774,1,9
ANO10_ENST00000451430,1,9
ATP13A3_ENST00000256031,1,9
ADGRB3,1,9
MYBPC1_ENST00000551300,1,9
CNKSR2_ENST00000643220,1,9
IKBKB_ENST00000522147,1,9
LDLR_ENST00000455727,1,9
TGM6_ENST00000381423,1,9
DNAAF4_ENST00000448430,1,9
ANKRD13A,1,9
GPN1_ENST00000458167,1,9
BHMT,1,9
CNGA3_ENST00000436404,1,9
MYBPC1,1,9
CCNB2_ENST00000621385,1,9
AKAP9,1,9
GPN1_ENST00000424214,1,9
DNAAF4_ENST00000457155,1,9
EXO1,1,9
GLT6D1_ENST00000613244,1,9
BID_ENST00000551952,1,9
GPN1_ENST00000610189,1,9
PIK3CA_ENST00000643187,1,90
ATRX_ENST00000395603,1,85
PIK3R1_ENST00000523872,1,81
FGFR2_ENST00000369061,1,81
CTNNB1_ENST00000643977,1,35
FYN_ENST00000368682,1,29
NTRK3_ENST00000557856,1,33
APC,1,36
CTNNB1_ENST00000450969,1,35
RUNX1_ENST00000437180,1,33
CDK6,1,31
MYH11_ENST00000576790,1,26
CTNNA1,1,26
STAG2,1,31
ACSL6,1,26
CTNNB1_ENST00000396183,1,35
PPP2R1A_ENST00000628959,1,30
ACSL6_ENST00000296869,1,26
CTNNB1_ENST00000644873,1,35
RB1,1,35
ZRSR2,1,31
PRDM1,1,31
KIT,1,35
EPHA6_ENST00000470610,1,26
ESRP1_ENST00000646773,1,26
PMS1_ENST00000639501,1,30
TSC1_ENST00000642617,1,34
NFE2L2_ENST00000464747,1,31
TSC1_ENST00000645150,1,34
SYK_ENST00000375751,1,30
AURKA,1,29
LMO3_ENST00000535535,1,26
FLNB_ENST00000358537,1,26
PTCH1_ENST00000429896,1,34
MYH11,1,26
FYN,1,29
PTK2,1,26
CTNNB1_ENST00000642986,1,35
CARS,1,26
PKHD1_ENST00000340994,1,26
ARHGAP26_ENST00000378004,1,26
FYN_ENST00000538466,1,29
ERBB3,1,32
BCR,1,26
TSC1_ENST00000647078,1,34
CTNNA1_ENST00000540387,1,26
CTNNB1_ENST00000453024,1,35
KDM5A,1,29
TP63,1,29
CTNNB1_ENST00000645210,1,35
AURKA_ENST00000395911,1,29
CTNNB1_ENST00000643031,1,35
STAT6_ENST00000543873,1,27
MSH2_ENST00000406134,1,35
ESRP1_ENST00000642581,1,26
ABL2_ENST00000511413,1,28
ERC1_ENST00000397203,1,26
EPHA8,1,26
MTOR,1,32
CYP2D6,1,26
TSC1,1,34
LMO3_ENST00000541295,1,26
CTNNB1_ENST00000405570,1,35
AFF1,1,26
CHEK1_ENST00000428830,1,30
CAV1_ENST00000393468,1,26
NTRK1_ENST00000358660,1,30
PTK2_ENST00000519465,1,26
MYH1,1,26
MYH11_ENST00000452625,1,26
PPM1D,1,16
ESPN,1,9
CNKSR2_ENST00000279451,1,9
MCM4_ENST00000523944,1,9
DTD2_ENST00000356180,1,9
MCM5_ENST00000382011,1,9
VSX2,1,9
QSOX1_ENST00000367600,1,9
CNKSR2_ENST00000642501,1,9
GRIA3_ENST00000620443,1,9
RAD51C_ENST00000421782,1,13
GPN1,1,9
MYBPC1_ENST00000547509,1,9
SDK1_ENST00000615806,1,9
AL139353.1,1,9
ATP13A3_ENST00000642744,1,9
GPN1_ENST00000616939,1,9
CNKSR2_ENST00000425654,1,9
ARNTL2_ENST00000311001,1,9
ARMC10_ENST00000425331,1,9
ARNTL2_ENST00000261178,1,9
RAB37_ENST00000528438,1,9
EMC10_ENST00000376918,1,9
SEMA6C_ENST00000613223,1,9
CTSS,1,9
RAB37_ENST00000392615,1,9
CNTN1,1,9
CNTN1_ENST00000347616,1,9
ABCC5,1,9
RP1_ENST00000637698,1,9
SEMA6C_ENST00000621728,1,9
MYBPC1_ENST00000549145,1,9
GRIA3_ENST00000620581,1,9
ARNTL2,1,9
FGFR2_ENST00000369059,1,81
FGFR2_ENST00000359354,1,81
PIK3R1_ENST00000336483,1,81
CTNNB1_ENST00000644867,1,35
CTNNB1_ENST00000441708,1,35
STAT6_ENST00000556155,1,27
DEPDC5_ENST00000400249,1,26
MAML2_ENST00000618849,1,26
CTNNB1_ENST00000647264,1,35
ACSL6_ENST00000379244,1,26
TCF4_ENST00000570177,1,26
MAP3K9_ENST00000381250,1,26
PPP2R1A_ENST00000477989,1,30
ABL2_ENST00000367623,1,28
SPTAN1_ENST00000630866,1,26
ERC1_ENST00000360905,1,26
NBN,1,31
SPTAN1_ENST00000358161,1,26
CYP2D6_ENST00000645508,1,26
STAG2_ENST00000371160,1,31
TSC2_ENST00000401874,1,32
CARS_ENST00000639317,1,26
RSPO2,1,26
LMO3_ENST00000534946,1,26
NTRK3,1,33
INPP4B_ENST00000508116,1,30
TSC1_ENST00000545250,1,34
NTRK1,1,30
MAP3K9,1,26
CTNNB1_ENST00000642426,1,35
TP63_ENST00000449992,1,29
MSH6,1,35
ETV4_ENST00000545954,1,27
CSF1R,1,34
PTK2_ENST00000517887,1,26
GATA4_ENST00000335135,1,26
TNKS_ENST00000518281,1,26
AURKA_ENST00000395907,1,29
CTNNB1_ENST00000643992,1,35
STAT6_ENST00000640254,1,27
GMPS,1,26
MEN1_ENST00000394376,1,51
RBM10_ENST00000628161,1,30
ASXL1_ENST00000306058,1,31
TSC1_ENST00000647462,1,34
FANCB,1,26
CTNNB1_ENST00000644678,1,35
BCOR_ENST00000615339,1,32
ARHGAP26_ENST00000642734,1,26
EPHA6,1,26
TCF7L1,1,26
BRCA2_ENST00000544455,1,34
PTK2_ENST00000395218,1,26
CTNNB1_ENST00000646116,1,35
GATA4,1,26
STAG2_ENST00000371145,1,31
NR4A2_ENST00000409108,1,26
ABL2_ENST00000512653,1,28
ACSL3,1,26
ATM,1,35
MTHFR_ENST00000641407,1,26
SMO,1,36
PBRM1_ENST00000410007,1,31
CTNNB1_ENST00000431914,1,35
PBRM1_ENST00000337303,1,31
ETV4_ENST00000538265,1,27
TP63_ENST00000354600,1,29
NR4A2_ENST00000429376,1,26
EPHA3,1,32
PTK2_ENST00000519419,1,26
TSC1_ENST00000644097,1,34
MTHFR_ENST00000376592,1,26
DOCK7_ENST00000635123,1,9
COL6A3_ENST00000353578,1,9
C12orf4_ENST00000545746,1,9
EMC10_ENST00000598585,1,9
MYBPC1_ENST00000361466,1,9
ATP13A3,1,9
BID,1,9
ACSL1,1,9
TRIB3_ENST00000217233,1,9
MYBPC1_ENST00000541119,1,9
PRICKLE2_ENST00000564377,1,9
DST,1,9
RAB3GAP2,1,9
IKBKB_ENST00000629753,1,9
CNKSR2_ENST00000543067,1,9
RAB37_ENST00000392613,1,9
OR7D4_ENST00000641669,1,9
MYBPC1_ENST00000536007,1,9
KMT2E,1,9
ACSL1_ENST00000507295,1,9
CCDC40_ENST00000374877,1,9
CARM1,1,9
BID_ENST00000342111,1,9
HRC_ENST00000595625,1,9
MCM5,1,9
ARMC10_ENST00000541300,1,9
EXO1_ENST00000348581,1,9
MYBPC1_ENST00000547405,1,9
SOX1,1,9
IKBKB,1,9
CSRNP2,1,9
CPAMD8_ENST00000388925,1,9
MSH3,1,10
SEMA6C,1,9
OR7D4_ENST00000308682,1,9
